Title,Title_URL,Image,Likes,likes,comment,collect,share
没有了和平警告的蘑菇蛋，竟然是这副软萌的模样，甚至你顿顿都吃 #草菇 #纪录片解说 #酱油 #蘑菇蛋 ,https://www.douyin.com/video/7326158464454003979,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/fdc0938cb05241e4b6ceafd7cfecb7f7~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=%2F5ilNuYfNWC74ih0lyWbZZ%2FfzXg%3D,712,714,6,161,45
让云南痴迷甚至每天打小人也要吃的菌子，到底有什么样的魔力？！ #菌子 #纪录片解说 #风物 #菌菇 ,https://www.douyin.com/video/7325730669278154022,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/8e695ab5ca874260ba7edf38ef887d64~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=Ctkn5V%2Fze3%2Bc9O%2Fd14nZ2iijRxY%3D,7166,7166,274,861,1033
给棉花脱籽还能这么玩？！这棉花籽咋就没给碾碎了，什么原理？ #古人的智慧 #传统机械 #纪录片解说 #老手艺 ,https://www.douyin.com/video/7325354934734441737,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/bd9e5f49175849d98e0bf1e1a01d2b12~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=iDEAxvvau7eqC37w3afvq4kz62I%3D,7765,7766,225,1665,326
腐木上长出好大一颗瘤，却是老人遍寻不见的宝贝，拿来泡水刚刚好 #茯苓 #纪录片解说 #本草 #每日一植物 ,https://www.douyin.com/video/7324993848562748681,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/8ffc8e6cdb0b4716ab67b962f261209a~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=0MSdTp7R%2Bab4xTV%2F7rXi2y%2FnvDc%3D,4.3万,43000,365,3795,1412
原来要想获得一只燕窝，竟要拿命去换，绝壁上的每一步都事关生死 #采燕窝 #纪录片解说 #燕窝知识科普 ,https://www.douyin.com/video/7324691949414386998,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/d4f382ff44134e53be79a045be35d462~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=vEleaMq4XfH529GvB%2F3tU6Ygt%2Fw%3D,3.0万,30000,816,2518,3226
老人冒着被海水压扁的风险，从海底捞起奇特生物，他说这是他的命 #海参 #纪录片解说 #海底捕捞 ,https://www.douyin.com/video/7324279092226936076,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/51c8bd26dc094f528a5029b0b848a9c7~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=GoIgR1H3jtOq0wTnwJ8T%2BOIdXKA%3D,1.3万,13000,150,1706,647
三七到底有多霸道！种过的地20年内不能再用，土地都快被薅完了 #三七 #纪录片解说 #中草药 #本草 ,https://www.douyin.com/video/7323882109381250313,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/7b09229b9baf436fa185b1aacdf1de2c~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=P%2Bh3fZNbOneOLlP9zK0thvwa%2BaM%3D,5.2万,52000,1975,3213,3560
男人长跪2000公里朝圣，从精神小伙走到邋遢大叔，只为一支香 #非遗传承 #磕长头 #纪录片解说 #藏香 ,https://www.douyin.com/video/7323509243649330471,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/cae116575cf74e5dbe5ee17b9c270f0e~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=dTAh7TWOLW%2Bq%2B%2FnocrYeqmo8hZA%3D,4791,4791,77,452,132
夫妇俩冒死在沙漠里淘宝，从地里挖出一人高的神秘植物，直接惊呆 #肉苁蓉 #纪录片解说 #沙漠 #中草药 ,https://www.douyin.com/video/7323143352017325339,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/5c10ee3c68864609b35c20a971a6ee40~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=bAfgO7qDA%2Bu%2BcVvLmNWH4BlDI%2FQ%3D,1.8万,18000,428,2375,1040
小哥拼着手被震到发麻，也要榨出一些油水来过年，对菜籽油的执念 #非遗传承 #古法榨油 #菜籽油 #传统手艺 ,https://www.douyin.com/video/7322758384040611099,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/17248842a71d4d85bbadc0a72d7af707~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=PVE6Sd1q9f9IZrUXj8d59u2AvpA%3D,6012,6011,157,966,493
从宫廷秘传，到现在的无人问津，老人要凭一己之力拯救这门老手艺 #非遗传承 #小器作 #老手艺 #纪录片解说 ,https://www.douyin.com/video/7322383229833563419,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/3353ced861f6418b9cbd8c9c200a2395~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=z58A8edO0%2FCNtHeOY7sU5wdge8Y%3D,2.1万,21000,390,1734,540
还记得老家那把老古董的竹椅么，而今这把郁竹子的火，也要熄灭了 #非遗传承 #老手艺 #小郁竹艺 #纪录片解说 ,https://www.douyin.com/video/7322021281140837641,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/6eb678991ef94085a5fbf1a47dcc2214~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=B4rGrx3NK5qTOOLeUq7Nt4bUZKg%3D,1.5万,15000,171,1443,388
每个敢以十全大补命名的药方，都是让人敬畏的存在，普通人不敢喝 #非遗传承 #十全大补 #纪录片解说 #膏方 ,https://www.douyin.com/video/7321343279579008294,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/cc386ab8364b4b05ab2f3850c442a9f3~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=XA43StBVZ9q%2FuRHF6KpG8Oc2c8Y%3D,1092,1092,22,209,80
你所爱吃的碳水都不是它的一合之敌，有它没它真的是天壤之别 #制曲 #六神曲 #纪录片解说 #非遗传承 ,https://www.douyin.com/video/7320981720398957834,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/bc836c410b2d4e22be5ac3121cba7db4~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=38rMCZGos45QGjdLJR%2BtPED29Us%3D,1703,1704,30,343,78
老人冒着生命风险才敢碰的巴豆，你却只以为是泻药？怕是格局小了 #巴豆 #中药炮制 #传统手艺 #纪录片解说 ,https://www.douyin.com/video/7320167334319066380,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/55ecbcdc9e064ce2af1253ccd45c6cb0~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=1WvTyoRPrCkDgPo4s6Ub8y94vUc%3D,7.6万,76000,1526,5741,3952
少女把梅子当出阁礼物，但更多人还是习惯乌梅的味道 #乌梅 #青梅 #纪录片解说 #酸梅汤 ,https://www.douyin.com/video/7319804257849380147,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/3b48599fcf3a456a85da7b77b7d398fe~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=vbAxLI8sjR%2BC5ntZ%2FIT9%2BTVjlY0%3D,1.4万,14000,296,1125,2143
大爷从地里挖出了一个宝贝，这让他笑得像个大爷一样灿烂 #非遗传承 #百合 #本草 #纪录片解说 #药食同源 ,https://www.douyin.com/video/7319066395621313842,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/c8872b8aae12489c9073673a3c2ef91b~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=icC0%2BqISVWt3yrOC27wUvM2BJMk%3D,3843,3843,80,369,217
把荷叶烧成炭，这种闲得蛋疼的操作你一定没见过，老人却烧了五十年 #非遗传承 #荷叶炭 #纪录片解说 #老手艺 ,https://www.douyin.com/video/7318689438228352295,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/033623de0b304a5cbcf5762007867097~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=CDWRzePGo%2BOhR23C0W4u2FdSq%2Fg%3D,5.8万,58000,933,8043,2447
原来做个木碗也要那么拼，小哥为此当过采花贼，还差点跟家人闹掰 #非遗传承 #德沙旋木 #纪录片解说 #老手艺 ,https://www.douyin.com/video/7318318488278306084,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/1b5f1e9c344745ab98f366b2a45433e5~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=LkBRmh4MRSjwNIYY%2B8IYAu0w%2BmI%3D,1122,1122,15,195,22
老人为了吃口树皮等了整整80年！据说吃过的人都忘不了那种滋味 #桂皮 #肉桂 #本草 #纪录片解说 #香料 ,https://www.douyin.com/video/7317947415795879195,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/e977a9c5ab5f4ba2892aef365f9eebd7~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=XQXZdf5v7c70Ua1KOd3%2FqGJVGeE%3D,4.4万,44000,554,7281,1339
为了继承父亲玩泥巴的手艺，男人就是不肯找工作，泥巴真的好玩？ #非遗传承 #青砂器 #纪录片解说 #老手艺 ,https://www.douyin.com/video/7317569487086144804,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/3118cd77c1504035877192c1ff1a605b~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=RJFnHYoAut3ZJ9IOEN%2Fdzxf2Ze8%3D,6583,6581,47,647,116
原来牡蛎是这样养殖的，一开始就被安排的明明白白，几根竹竿而已 #非遗传承 #牡蛎 #老手艺 #纪录片解说 ,https://www.douyin.com/video/7317207440464940324,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/b8085b8c063b46a583a0a1846aa44d55~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=Fqpa4tkTa54jlH18yOLykxJE6ko%3D,7913,7914,56,934,333
被使用了千年的桐油，至今依然是材料学上的一个奇迹，好用到离谱 #非遗传承 #桐油 #纪录片解说 #传统手艺 ,https://www.douyin.com/video/7316826280694009138,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/565e2d53f6f94fa4a1f966e7f97baae2~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=gWupbh3Ep8NB1hpEwRLUiTOZHQs%3D,6575,6578,160,1439,297
为什么中国的顶级奢侈品都那么内敛？老人用一生的手艺告诉你答案 #非遗传承 #乌铜走银 #纪录片解说 #老手艺 ,https://www.douyin.com/video/7316466591477026059,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/2ebf638216e748e88850e5b4aa194ca7~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=kbOUst%2FO96CD87DYwysElOdENYs%3D,3490,3490,47,436,112
老人家中九块晒盐宝地，却快养不活自己了，最后的古法晒盐手艺人 #非遗传承 #古法晒盐 #老手艺 #纪录片解说 ,https://www.douyin.com/video/7315733579173121318,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/9cc7416546a6419882706b736d593c61~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=36yEjwZpLr2gJu5OEd48wV4i0Ws%3D,5.6万,56000,1359,4203,1519
为了确保天青釉不会二次失传，老人独自琢磨了300多种配方 #非遗传承 #汝瓷 #天青色 #传统手艺 ,https://www.douyin.com/video/7315362856134774053,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/91d7fbe67cb6460a9836b29a5f2b0f9b~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=jRq7ORqQk9gF0K7EUQFn2tVblY8%3D,1.3万,13000,178,1619,357
比钞票用纸还坚韧3倍，7000次折叠而不断，中国最顶级的纸张 #非遗传承 #桑皮纸 #纪录片解说 #传统手艺 ,https://www.douyin.com/video/7314588301778865462,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/1ec3d419c340450bb76a623b844f5af5~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=moJ3O9CG6Anfdy317TAY0fiZA4c%3D,5041,5042,73,985,201
老人费尽力气刺穿鼓身，却是为了在里面注水，不然就没得灵魂了 #非遗传承 #德昂水鼓 #纪录片解说 #传统手艺 ,https://www.douyin.com/video/7314218199426387219,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/55ca89a8fc734f5abe5201838ed07db1~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=yHaA6saQ%2BfXo7ofT3ssZPPsK754%3D,781,781,7,117,20
小哥为了吃一口没有壳的饱饭，将天工开物中的脱壳快乐机搬回现实 #非遗传承 #土砻 #传统文化 #原始机械 ,https://www.douyin.com/video/7313863885549866294,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/63d8f1f0c1c04b568af9093a3e827dfb~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=Y94dATbA52LApRypdf8ulUETdA4%3D,2.8万,28000,1354,4726,1708
原来猪血还能封酒，没有任何腥气反而有独特香气，一缸能喝一辈子 #非遗传承 #酒海 #西凤酒 #纪录片解说 ,https://www.douyin.com/video/7313482284085071141,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/ab6a412ede4141c58de66b32430881cb~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=Ft7kHcKH6gcfnRJB1WCIRTm08Aw%3D,2.8万,28000,347,1972,1907
男人冒着中毒的风险，也要把这颗豆子吃进嘴里，这是他最后的倔强 #非遗传承 #榼藤子 #纪录片解说 #美食 ,https://www.douyin.com/video/7312748154632342823,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/cbb1a741652645d4898905cc31d8a36e~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=Ih09pno%2B5IOx56T8lmLMQurfvQY%3D,10.2万,102000,999,5601,9166
合起来是木板，掰开后却是把凳子，鲁班随手的游戏之作竟也不简单 #非遗传承 #瞎掰 #鲁班枕 #纪录片解说 ,https://www.douyin.com/video/7312373180075789605,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/918f03c56f4f4a7bbbf88af043a40db7~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=cnSM6hiTeWHmcJhNvNEJTPVkEHk%3D,1434,1433,47,287,89
这真是无本买卖，老人随手砍下的树皮，竟是全寨人发家致富的宝贝 #非遗传承 #古法造纸 #纪录片解说 #老手艺 ,https://www.douyin.com/video/7311991451817217307,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/3620cd2a73964386994127f45b0e2964~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=o3YlenrCgOFryLKGguGOBu3YXr8%3D,2.7万,27000,429,6082,1507
男人逛古玩市场竟然不还价，报价250元的破罐子转手就卖20倍 #非遗传承 #锔瓷 #纪录片解说 #老手艺 ,https://www.douyin.com/video/7311247240125795603,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/90c0809107ca4d14889c1935b6c82045~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=%2F4LGDrWKuA70981712g5TyibRtU%3D,2.5万,25000,461,1973,715
老人连墨线都能弹歪了，但订单却络绎不绝，游绍兴少不了这摇橹声 #非遗传承 #乌篷船 #纪录片解说 #绍兴 ,https://www.douyin.com/video/7310878093307038986,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/a192a510ea3e4956b6ff134dd753ee16~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=TMet9SDoBQigW0Xiw6E85FEMaVY%3D,4.3万,43000,622,4573,1969
老两口在近乎无人的孤岛上，活得还挺滋润的，全靠这件海捕神器 #非遗传承 #浸泥鯭 #纪录片解说 #捕鱼神器 ,https://www.douyin.com/video/7310506969113038106,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/0e7398c62481407f9b1d215432784770~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=oewnDAeqkx%2FNhLRqkFB6nFAf2Yk%3D,2.2万,22000,558,3239,1089
曾经这里产出了全国80%的黄金，是穿越者心心念念的致富宝地 #非遗传承 #古法炼金 #纪录片解说 #传统手艺 ,https://www.douyin.com/video/7310135770528943371,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/0acac2b24df144c0aa5f33fc23c15f80~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=DMZJfjCNoE%2Bh4RqLRHAWuImkQ0E%3D,1457,1457,17,291,89
当月光拥有颜色，这是万千少女心目中，最佳的斩男色 #月白色 #了不起的中国颜色 #纪录片解说 #传统文化 ,https://www.douyin.com/video/7309762479050034482,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/17865ea041534eb099b65c8be4cc65d7~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=4x8Ma9fJz7uqyEK1LwleQw8E5Pk%3D,980,982,13,246,46
这是能够权倾朝野的颜色，连武则天都为之倾倒，是中国独有的色彩 #非遗传承 #胭脂红 #了不起的中国颜色 ,https://www.douyin.com/video/7309393812646907175,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/506b294d1fd240c1a87355e668b0bb24~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=lN55JrxUExzj3zJe2xbQnMKXKNs%3D,1092,1092,13,181,32
路边没人要的椰子壳，在男人的手中，竟然身价翻了数万倍 #非遗传承 #海南椰雕 #纪录片解说 #传统手艺 ,https://www.douyin.com/video/7308280497862348043,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/3bd204f85e254a999c134b4d1ffe7b8b~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=DPT5kW2%2FvaNuIUDi3w%2BbeObWkJU%3D,1846,1846,30,356,114
男人在脏乱的小黑屋里忙活一整天，才得到半斤烟灰，价值上万元 #非遗传承 #徽墨 #手工制墨 #纪录片解说 ,https://www.douyin.com/video/7307909437744762139,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/015f495ebded4ab98e72fd226dc59027~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=quXxWJ6755OIU6%2B%2BfHsd%2BKixbmY%3D,1180,1180,53,184,49
谁说中国没有高端手表，结合传统掐丝珐琅工艺，每一分都是艺术品 #非遗传承 #掐丝珐琅 #纪录片解说 #老手艺 ,https://www.douyin.com/video/7307538412679056667,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/2d062edd878a4badbd559e3bd083c320~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=WAbMBPSko9km8pxneNUhwWG61hw%3D,9872,9889,327,1559,513
为了对孙女的承诺，老人在地里忙活半天，只为翻出一件宝贝好换钱 #桔梗 #纪录片解说 #中草药 #人物故事 ,https://www.douyin.com/video/7307167283548261651,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/8bb6c4b6c84d4371b215789be6b140a1~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=O1KD572BS2Ch3D8TKUl48H%2Biohw%3D,5151,5152,54,475,157
老人在山坡上趴了十个小时，只为了自己十八岁那年种下的一株人参 #人参 #红参 #纪录片解说 #本草 ,https://www.douyin.com/video/7306879912047086858,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/104bc6dfbf9f402dbb6555d6bac9da9d~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=eiCOXVhVoKAvokOdGI3SNMAsOz4%3D,2.6万,26000,519,5151,1665
来自乡野的青草药医生，用自己的半生时间，探索每一味青草的药性 #骨碎补 #纪录片解说 #中草药 #炮制 ,https://www.douyin.com/video/7306429633581387044,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/0d7c8c71662a495eb60bef2e48b21da9~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=kpxePz1DAyZS5F3MY4pvAYjL%2F9Q%3D,6129,6133,216,1668,470
视仙人掌为信仰的部落，不仅把它当做食物，还是包治百病的药物 #仙人掌 #纪录片解说 #本草中华 #本草 ,https://www.douyin.com/video/7306054025928084748,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/7b25f05fcf10404c9af804b197a83321~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=mt6mEsvrv6iuYVIVsbY1KSClr7c%3D,1644,1644,25,291,63
老人在地下埋了20万斤白酒，酿酒30年来，却一滴也不舍得卖 #白酒 #纪录片解说 #传统手艺 #酿酒 ,https://www.douyin.com/video/7305682851708554523,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/f4362f539af24bc7bd5fb07c37fa60f2~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=jNP%2BArE57nJLgyBYGaIYEmKRFho%3D,7.8万,78000,1011,7114,3532
为了得到一袋盐，他们驱赶上百头牦牛，在高原上长途奔袭上千里 #采盐人 #纪录片解说 #藏文化 #人文 #盐巴 ,https://www.douyin.com/video/7304955062571322675,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/4e223b817cbd4e16936fc3473e586a60~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=zjtHBaetssZ5dx0yJ%2Ffie2haF%2Bc%3D,2.2万,22000,236,1459,326
是人性的扭曲，还是道德的沦丧！小马驹被推入河道，成就电影放映 #电影放映员 #纪录片解说 #即将消失的行当 ,https://www.douyin.com/video/7304571011905686795,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/536365e7a19d484d9768edbd84d1e0d1~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032959600&x-signature=qzuqzyGeRJcmFPO5N5POYos0LpQ%3D,1339,1339,25,159,52
